Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Status Category
ECF60.1 -  Verify  Customer Id - First character can not have space,NNB-78,10077,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:19,9/14/2023 18:04,9/14/2023 18:10,,,0,"Verify that the customer form correctly validates and displays an error message when a space is entered as the first character in the ""Customer Id"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 10:06 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-030654.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10013,-The system can't prevent the entry of a space as the first character and  allow the form to proceed with the incorrect data.,,,,,,,,,,,,,"-The system should prevent the entry of a space as the first character and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Customer Id"" field, indicating that the first character cannot be a space. The error message should be clear and informative.",,,,,0|i000h3:,,,,,,,,,Unit,"-Enter a Customer Id with a space as the first character into the ""Customer Id"" field.
-Submit the form.",Fail,,,,To Do
ECF60 - Verify   Customer Id - Characters are not allowed,NNB-77,10076,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:19,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the “Customer Id” field does not allow character inputs.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 9:59 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025948.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10012,"-An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,,,,,,,,,#NAME?,,,,,0|i000gv:,,,,,,,,,Unit,"-Enter a string containing characters (for example, “abc”).
-Submit.",Pass,,,,Done
ECF59 - Verify  Customer Id - Special character are not allowed,NNB-76,10075,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:12,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the system correctly enforces the rule that special characters are not allowed in the Customer ID field when editing customer information.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 9:56 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025622.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10011,#NAME?,,,,,,,,,,,,,#NAME?,,,,,0|i000gn:,,,,,,,,,Unit,"-Attempt to edit the Customer ID by entering a Customer ID containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
-Submit the form.",Pass,,,,Done
ECF58  - Verify  Customer Id - Customer ID is required,NNB-75,10074,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:12,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the system correctly enforces the requirement for a Customer ID in the Edit Customer form.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 9:52 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-025206.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10010,The system immediately detect the absence of a Customer ID in the Edit Customer form.,,,,,,,,,,,,,#NAME?,,,,,0|i000gf:,,,,,,,,,Unit,"–Attempt to submit The form without providing a Customer ID.
-submit The form.",Pass,,,,Done
EA57 - Verify Customer Account - Characters are not allowed,NNB-74,10073,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:11,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the system enforces the rule that characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 9:48 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-024820.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10009,The system  immediately detect the presence of characters in the Account Number during the edit process.,,,,,,,,,,,,,#NAME?,,,,,0|i000g7:,,,,,,,,,Unit,"-Attempt to edit the account by entering an Account Number containing characters (e.g., letters, symbols, etc.).
-Submit the edit request.",Pass,,,,Done
EA56 - Verify Customer Account - Special character are not allowed,NNB-73,10072,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:11,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the system enforces the rule that special characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 9:45 AM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230913-024510.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10008,The system immediately detect the presence of special characters in the Account Number during the edit process.,,,,,,,,,,,,,#NAME?,,,,,0|i000fz:,,,,,,,,,Unit,"-Attempt to edit the account by entering an Account Number containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
-Submit the edit request.",Pass,,,,Done
EA55 - Verify Customer Account - Account No must not be blank,NNB-72,10071,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:11,9/14/2023 18:04,9/14/2023 18:04,9/14/2023 18:04,,0,Verify that the system correctly enforces the rule that the Account No must not be left blank when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,12/Sep/23 10:22 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230912-152242.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10006,The system  display an error message saying “Account No must not be blank”,,,,,,,,,,,,,"The system should display an error message saying “Account No must not be blank”
The account information should not be saved",,,,,0|i000fr:,,,,,,,,,Unit,"Navigate to the Edit Account page
Leave the Account No field blank
Click on the Save button",Pass,,,,Done
D54 - Verify Customer Deposit - Description must not be blank,NNB-71,10070,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:10,9/13/2023 21:27,9/14/2023 18:27,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Description"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"The system should prevent the submission of the form when the ""Description"" field is left blank and should display an error message indicating that the ""Description"" must not be blank.",,,,,0|i000fj:,,,,,,,,,,"Leave the ""Description"" field blank.",,,,,To Do
D53  - Verify Customer Deposit - Characters are not allowed,NNB-70,10069,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:10,9/13/2023 21:26,9/14/2023 18:23,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"The system should prevent the entry of characters and should not allow the form to proceed with the incorrect data.
An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. ",,,,,0|i000fb:,,,,,,,,,,"Enter a Customer Id with characters into the ""Customer Id"" field.",,,,,To Do
D52  - Verify Customer Deposit - Special characters are not allowed,NNB-69,10068,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:10,9/13/2023 21:26,9/14/2023 18:27,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing special characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed.",,,,,0|i000f3:,,,,,,,,,,"Enter a Customer Id with special characters into the ""Customer Id"" field.",,,,,To Do
D51 -  Verify Customer Deposit - Amount field must not be blank,NNB-68,10067,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:09,9/13/2023 21:26,9/14/2023 18:27,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Amount"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"The system should prevent the submission of the form when the ""Amount"" field is left blank and should display an error message indicating that the ""Amount"" must not be blank.",,,,,0|i000ev:,,,,,,,,,,"Leave the ""Amount"" field blank.",,,,,To Do
D50 - Verify Customer Deposit - Characters are not allowed,NNB-67,10066,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:09,9/13/2023 21:26,9/14/2023 18:27,,,0,Verify that the customer form correctly validates and displays an error message when a Customer Id containing characters is entered.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"An error message should be displayed near the ""Customer Id"" field, indicating that characters are not allowed. The error message should be clear and informative.",,,,,0|i000en:,,,,,,,,,,"Enter a Customer Id with characters into the ""Customer Id"" field.",,,,,To Do
D49 - Verify Customer Deposit - Special character are not allowed,NNB-66,10065,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:08,9/13/2023 21:26,9/14/2023 18:27,,,0,Verify that the system enforces the rule that special characters are not allowed in the Account Number when editing an account.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"-The system should immediately detect the presence of special characters in the Account Number during the process.
-An error message should be displayed indicating that special characters are not allowed in the Account Number .",,,,,0|i000ef:,,,,,,,,,,"-Attempt to entering an Account Number containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).",,,,,To Do
D48 - Verify Customer Deposit - Account No must not be blank,NNB-65,10064,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:08,9/13/2023 21:26,9/14/2023 18:27,,,0,"Verify that the customer form correctly validates and displays an error message when the ""Account No"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,"The system should prevent the submission of the form when the ""Account No"" field is left blank and should display an error message indicating that the ""Account No"" must not be blank.",,,,,0|i000e7:,,,,,,,,,,"Leave the ""Account No"" field blank.",,,,,To Do
DC47.1 - Verify Customer Id - First character cannot have space,NNB-64,10063,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:08,9/14/2023 18:05,9/14/2023 18:10,,,0,Verify that the system correctly enforces the rule that the first character of a Customer ID cannot have a space when attempting to delete a customer.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,12/Sep/23 10:13 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230912-151356.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10005,The system can't detect the presence of a space as the first character in the Customer ID input during deletion.,,,,,,,,,,,,,"The system should immediately detect the presence of a space as the first character in the Customer ID input during deletion.
An error message should be displayed indicating that the first character of the Customer ID cannot be a space.
The error message should be clear and informative, instructing the user to enter a valid Customer ID where the first character is not a space.",,,,,0|i000dz:,,,,,,,,,Unit,"Attempt to delete a customer by entering a Customer ID where the first character is a space, followed by valid digits.
Submit the deletion request.",Fail,,,,To Do
DC47 - Verify Customer Id - Characters are not allowed,NNB-63,10062,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:08,9/14/2023 18:13,9/14/2023 18:13,9/14/2023 18:13,,0,Verify that the system correctly enforces the rule that characters are not allowed in the Customer ID when attempting to delete a customer.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,12/Sep/23 10:08 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230912-150822.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10004,The system immediately detect the presence of characters in the Customer ID input during deletion.,,,,,,,,,,,,,"The system should immediately detect the presence of characters in the Customer ID input during deletion.
An error message should be displayed indicating that characters are not allowed in the Customer ID field during deletion.
The error message should be clear and informative, instructing the user to enter a valid Customer ID consisting of digits only.",,,,,0|i000dr:,,,,,,,,,Unit,"Attempt to delete a customer by entering a Customer ID containing one or more characters (e.g., letters, symbols, etc.).
Submit the deletion request.",Pass,,,,Done
DC46 - Verify Customer  Id - Special character are not allowed,NNB-62,10061,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:07,9/14/2023 18:13,9/14/2023 18:13,9/14/2023 18:13,,0,Verify that the system correctly enforces the rule that special characters are not allowed in the Customer ID field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,12/Sep/23 10:04 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;376387130_317445247495369_4238168110789991055_n.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10002,The system immediately detect the presence of special characters in the Customer ID input.,,,,,,,,,,,,,"The system should immediately detect the presence of special characters in the Customer ID input.
An error message should be displayed indicating that special characters are not allowed in the Customer ID field.",,,,,0|i000dj:,,,,,,,,,Unit,"Navigate to the section or page where the Customer ID input field is present.
Attempt to input a Customer ID containing one or more special characters (e.g., !, @, #, $, %, ^, etc.).
Submit the input or move to the next field.",Pass,,,,Done
DC45 - Verify Customer Id - Customer ID is required,NNB-61,10060,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,Ho Tan Thanh (K16 HCM),712020:3a386211-06ed-477f-801a-8c7478786c66,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:07,9/14/2023 18:20,9/14/2023 18:13,9/14/2023 18:13,,0,Verify that a customer can be successfully deleted by providing a valid Customer ID.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,14/Sep/23 6:20 PM;712020:3a386211-06ed-477f-801a-8c7478786c66;image-20230914-112030.png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10073,The system detect the missing Customer ID and display an error message indicating that a Customer ID is required for the action.,,,,,,,,,,,,,"       The system should detect the missing Customer ID and display an error message indicating that a Customer ID is required for the action.
    The error message should be clear and informative, guiding the user on what is missing and how to provide the required Customer ID.
    The system should prevent the action from proceeding until a valid Customer ID is provided.
    There should be no unintended side effects or errors in the system.",,,,,0|i000db:,,,,,,,,,Unit,"    Log in to the system as a user with appropriate permissions.
    Navigate to the section or page where the action requiring a Customer ID is performed.
    Attempt to perform the action without providing a Customer ID.
    Observe the system's response.",Pass,,,,Done
DAF44 - Verify Customer Delete form - Characters are not allowed,NNB-60,10059,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:07,9/14/2023 18:22,9/14/2023 18:13,9/14/2023 18:13,,0,Delete Account Form fields must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 12:34 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1218).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10018,The application displayed the expected error message for special characters in the Delete Account Form fields.,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the Delete Account Form fields.",,,,,0|i000d3:,,,,,,,,,Unit,"1. Open the Delete Account Form in the webpage.
2. Attempt to input special characters (e.g., @#$%) into any of the form fields.
3. Tab for next step.",Pass,,,,Done
DAF43 - Verify Customer Delete form - Special character are not allowed,NNB-59,10058,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:06,9/14/2023 18:22,9/14/2023 18:13,9/14/2023 18:13,,0,Delete Account Form fields must not contain special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 12:37 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1219).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10019,The application displayed the expected error message for special characters in the Delete Account Form fields.,,,,,,,,,,,,,"An error message should be displayed, indicating that special characters are not allowed in the Delete Account Form fields.",,,,,0|i000cv:,,,,,,,,,Unit,"1. Open the Delete Account Form in the web.
2. Attempt to input special characters (e.g., @#$%) into any of the form fields.
3. Tab for next step.",Pass,,,,Done
DAF42 - Verify Customer Delete form - Account No must not be blank,NNB-58,10057,Story,Done,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,Done,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:06,9/14/2023 18:24,9/14/2023 18:13,9/14/2023 18:13,,0,Account Number field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 12:39 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1220).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10020,The application displayed the expected error message for the blank Account Number field.,,,,,,,,,,,,,"An error message should be displayed, indicating that the Account Number field is required.",,,,,0|i000cn:,,,,,,,,,Unit,"1. Open the Delete Account Form in the web.
2. Leave the Account Number field blank.
3. Tab for next step.",Pass,,,,Done
CSF41 - Verify Customer Number of Transaction – Character are not allowed,NNB-57,10056,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:06,9/14/2023 18:25,9/14/2023 18:13,,,0,The Number of Transactions field must not contain characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 12:44 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1221).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10021,The application did not display the expected error message for characters in the Number of Transactions field.,,,,,,,,,,,,,"An error message should be displayed, indicating that characters are not allowed in the Number of Transactions field.",,,,,0|i000cf:,,,,,,,,,Unit,"1. Open the web.
2. Locate the Number of Transactions field.
3. Attempt to input characters (e.g., ""abc"") into the Number of Transactions field.
4. Tab for next step.",Fail,,,,To Do
CSF40 - Verify Customer Number of Transaction  - Number of Transaction must not be blank,NNB-56,10055,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,diemnqse172514,712020:809ac591-9222-4df5-9354-a6ee36c2d221,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,9/12/2023 20:06,9/14/2023 18:25,9/14/2023 18:26,,,0,Number of Transaction field must not be blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,13/Sep/23 1:33 PM;712020:809ac591-9222-4df5-9354-a6ee36c2d221;Screenshot (1222).png;https://group4njs1704.atlassian.net/rest/api/3/attachment/content/10023,"The application did not display the expected error message for the blank Number of Transaction field. Instead, it proceed to the next step.",,,,,,,,,,,,,"An error message should be displayed, indicating that the Number of Transaction field is required.",,,,,0|i000c7:,,,,,,,,,Unit,"1. Open the web.
2. Locate the Number of Transaction field.
3. Leave the Number of Transaction field blank.
4. Tab for next step.",Fail,,,,To Do
